index	sentence1	sentence2	label
12021	Is the wireless adapter switched ON or enabled in software?	The laptop's wireless adaptor is not enabled. It is disabled in the settings.	contradiction
12022	Are your parents still alive?	sadly no they are not	contradiction
12023	Would you like to have a balcony?	I'd love it.	entailment
12024	Can you check if a fusible link has blown?	I checked for what you said and the fusible links look fine to me.	contradiction
12025	Do you like alcohol or wine with dinner?	I like water when I eat	contradiction
12026	Do like a spicy foods?	Spicy foods make me sick.	contradiction
12027	Did you change the laptop power management settings recently?	There were a few changes made to the power settings.	entailment
12028	Does your laptop boot when all external devices are disconnected?	Even without all components, the laptop does not boot. 	contradiction
12029	Will you be required to relocate?	I've been told I must move with the job.	entailment
12030	Are you looking for an older building?	I'd prefer something built within the last few years.	contradiction
12031	Do you like working in groups?	I can work solo or as a team player.	neutral
12032	Have you got any children?	We have never been blessed with any.	contradiction
12033	Have you heard about Jojo Moyes new book?	I have not.	contradiction
12034	Do you like Romance Novels?	Romance isn't for me	contradiction
12035	Does your battery run down in just a few days?	Yes, it depletes within a week.	entailment
12036	Did you recently change your car tires?	I changed out the tires recently. In fact, I changed them out last week.	entailment
12037	When you connect the charger to your laptop, is the power connector loose?	The connector of the laptop is fine.	contradiction
12038	Do you like pineapple on your pizza?	It makes me sick to my stomach.	contradiction
12039	Does the laptop boot after removing all external devices such as external keyboard, mouse and printer?	It still doesn't turn on.	contradiction
12040	Please tell me if your laptop battery is overheating?	The battery does not overheat.	contradiction
12041	Did you serve in the military?	I am a pacifist.	contradiction
12042	Have you seen that new movie?	I saw it last night.	entailment
12043	Do you live around here?	I'm living about two hours from here.	contradiction
12044	When you apply the brakes, does it pull the steering wheel?	The car's steering is behaving normally when the brake is applied.	contradiction
12045	May I get your phone number?	That's very forward.	contradiction
12046	Have you slept good?	I have insomnia.	contradiction
12047	Are you tired from your trip?	I can't catch up.	entailment
12048	Does the car make ticking sounds only when in reverse gear?	The noise only comes up when I am driving it in reverse.  It doesn't make the noise otherwise.	entailment
12049	You find reading about scary adventure exciting?	Sometimes it can be stressful.	contradiction
12050	Have you lived in the building long?	I moved in last week.	contradiction
12051	Did you graduate college?	I got kicked out before I could graduate.	contradiction
12052	Please tell me if your laptop battery is overheating?	The laptop's battery feels fine. I don't feel it heating up too much.	contradiction
12053	Do you ever wish we were still neighbors?	The new neighbor's dog drives me crazy	entailment
12054	Do you like humor?	I'm not really into laughing.	contradiction
12055	Do you like rock?	Rock music has always been my go-to feel good music.	entailment
12056	Do you hear ticking sounds only when the car is moving?	I only hear the ticking sounds when the car is moving.	entailment
12057	Do your parents still live in the same place?	They will never leave.	entailment
12058	Does your laptop show the wireless network you are trying to connect to?	I do see my network in the list.	entailment
12059	Is Chinese good?	Late night Chinese is the best.	entailment
12060	You want to grab some coffee?	sounds like a plan	entailment
12061	Is your laptop's fan running when it overheats?	I do notice it. It is doing that.	entailment
12062	Is your LCD's inverter working properly?	How do I check if the LCD’s inverter is working properly? 	neutral
12063	Do you have a working rescue CD?	Yes, the recovery CD I have works.	entailment
12064	Are parking fees included in your rental agreement?	I pay 100 for parking.	contradiction
12065	Does the laptop BIOS show that the hard drive is installed?	After checking the BIOS, it is showing the hard drive as installed.	entailment
12066	You like fantasy books?	It depends on the author.	entailment
12067	Have you got a salary in mind?	I have to make a certain amount a year to live.	entailment
12068	Does it have windows?	There's lots of windows.	entailment
12069	Do you see coolant drips on the ground from overflow reservoir?	I don't see any coolant drips on the ground from the overflow reservoir. 	contradiction
12070	Have you ever worked in a kitchen?	I worked as a sous chef once.	entailment
12071	Do you own property already?	I've only ever rented.	contradiction
12072	Please check if the parking brake is fully released. If it is fully released, then you have a problem with the brake adjusters.	Aha! Yes, that was indeed the problem. I appreciate the advice, thanks! 	neutral
12073	Do you smell antifreeze? It's usually a sweet smell.	I can't detect any such aroma.	contradiction
12074	Want to go for a hike tomorrow?	Let's do it.	entailment
12075	Are you facing an intermittent connection?	The internet connection is terrible. It randomly goes out and this happens frequently.	entailment
12076	Are you studying somewhere?	I left university a few years ago.	contradiction
12077	Does your laptop show the wireless network you are trying to connect to?	Yes, it is showing up.	entailment
12078	Does hearing indie artists who might be performing in the area sound cool?	I am not a big fan of indie music	contradiction
12079	Do you get a 'No Operating System' message when you start the laptop?	That alert doesn't appear upon startup.	contradiction
12080	Will you be able to work from home?	I plan to after then initial training.	entailment
12081	Have you been to the new movie theater downtown?	i haven't been yet	contradiction
12082	Are you going straight home after work?	I'm going via the dry cleaners.	contradiction
12083	Can you smell burning or see smoke coming out of the laptop?	There is not a burning smell coming from the laptop. There isn't any smoke seen either.	contradiction
12084	Is the emergency parking brake working properly?	The emergency parking brake doesn't work right.	contradiction
12085	Is it near the subway?	I don't think it's very close.	contradiction
12086	Do you like reggaeton?	I prefer pop.	contradiction
12087	Did you marry your high school sweetheart?	sadly we broke up	contradiction
12088	Would you like to have a coffee together?	I have plans already.	contradiction
12089	Are you going to relocate?	I need to be close to my current home.	contradiction
12090	Does your house have a swimming pool?	We don't have a pool.	contradiction
12091	Have you tried that kind of work before?	I've been doing it my whole life.	entailment
12092	Can you hear the CPU fan or the hard drive spin?	It does not make any noises.	contradiction
12093	Is the brake fluid level OK?	The brake fluid is at correct level.	entailment
12094	Can you hear fan or hard drive sounds from your laptop?	There are no sounds heard.	contradiction
12095	Do you enjoy going to festivals?	That's my favorite way of seeing live music.	entailment
12096	Are you able to see anything on your laptop's screen?	Some things are shown on the screen.	entailment
12097	Please plug in the AC power adapter to your laptop. Does it boot now?	My laptop does not boot when i plug the AC power into it.	contradiction
12098	Your laptop has a power LED, which should turn ON when an external power supply is connected. When you plug in the power supply, does the power LED turn ON?	I'm looking at the LED light.  The LED light definitely comes on when the laptop is connected to external power.	entailment
12099	Does the AC/DC power adapter output measure up to the rated volatge?	The measured voltage is matching with the one printed on the adapter. I believe that means the adapter is fine.	entailment
12100	Have you been healthy lately?	I've been feeling under the weather.	contradiction
12101	Will you be going to the big New Year's Eve party this year?	I have other plans.	contradiction
12102	Do you work 9 to 5?	I'm on the night shift.	contradiction
12103	Do you still have a pet?	I have got a new dog	entailment
12104	Did you like the Harry Potter books?	I was the first in line for each book.	entailment
12105	Do you want to live in a quiet neighborhood?	I enjoy peace and quiet.	entailment
12106	If you do decide to take this new job, would you consider as a promotion?	The money's there.	entailment
12107	Are you happy?	right now I am	entailment
12108	Do you need a college degree for the job?	A BA degree is required.	entailment
12109	Do you want to meet for dinner?	I am on a diet.	contradiction
12110	Did you recently upgrade your laptop's BIOS?	I have never done that.	contradiction
12111	Does your laptop freeze when it overheats?	Yes, the laptop freezes when it overheats.	entailment
12112	Are you a fan of superheros?	Spider-Man, especially.	entailment
12113	Do you have a favorite author?	Probably Tolkien.	entailment
12114	Have you been well?	I have been thanks	entailment
12115	Have you seen the new art exhibition that is in the town hall?	I'd love to go.	contradiction
12116	Do you like Italian food?	Pizza is my favorite food.	entailment
12117	Would you like a new job that pays better?	You don't know how much I want that!	entailment
12118	Aren't they paying you above asking?	They are, but I could get more at the new job.	entailment
12119	Shall we go out for a drink tonight?	I don't drink anymore.	contradiction
12120	Did you move back?	We are thinking about it.	contradiction
12121	Does the laptop power up without the video card, sound card and hard disk connected?	No, it does not power up even with the video card, sound card, and hard disk disconnected.	contradiction
12122	Do you guys want to go get something to eat?	I'm in a rush.	contradiction
12123	Are things going well at work?	Things are very smooth.	entailment
12124	Are you able to see anything on your laptop's screen?	It isn't functioning correctly.	contradiction
12125	Restore the router settings to default through the router settings page. Restart the router and you will be able to connect to the internet.	Your suggestion worked like a charm and I now have access to the internet. Your help is much appreciated. Thanks so much!	neutral
12126	Are you into trying a mom and pop burger place near me?	I love local restaurants.	entailment
12127	Would you consider somewhere cheaper?	These are the cheapest I've found so far.	entailment
12128	Have you read a lot of nonfiction?	I always head for that section in the library.	entailment
12129	Does your job require you to travel?	I'll be on planes frequently.	entailment
12130	Is the brake fluid level OK?	Yes, the amount seems alright to me.	entailment
12131	Do you want to see a movie later?	I think I've seen everything good that's out right now.	contradiction
12132	Please plug in the AC power adapter to your laptop. Does it boot now?	No, it does not boot.	contradiction
12133	Is New York your only option?	I'm also considering other locations.	contradiction
12134	Will you be spending Christmas in Calgary?	I'm going to Chicago this year.	contradiction
12135	Do you live here?	I'm just visiting.	contradiction
12136	Do you work with people?	Most days I work on my own.	contradiction
12137	Does the car stop when you apply the brakes?	If my car brakes aren't working as they were, what do I do?	neutral
12138	Do you workout?	I try to a few times a week.	entailment
12139	Have you read the new Stephen King?	I've been meaning to.	contradiction
12140	Are you renting your place?	I hope to buy	contradiction
12141	Would you like to go to the symphony?	It is something I would love to see.	entailment
12142	Does any of your tires have a loose hub cap?	I haven't noticed any loose hubcaps on the car. I checked the hubcaps this morning.	contradiction
12143	Does you car have a engine temperature gauge on the dashboard?	I checked on that earlier. I can confirm that it has one. 	entailment
12144	Is your BIOS set to hibernate the laptop in case of low battery?	How do I open the BIOS settings so that I can check if it set to hibernate?	neutral
12145	Do you like American style cuisine?	I prefer international foods.	contradiction
12146	Will you fancy a trip to the pub tomorrow?	I love local watering holes!	entailment
12147	Do you have a lot of hobbies?	Just a few.	entailment
12148	Is reading crime fiction something you like to do?	it is a hobby of mine	entailment
12149	Does your laptop show the wireless network you are trying to connect to?	Where do I see the available wifi networks?	neutral
12150	Do you enjoy the job?	It's been a challenge.	neutral
12151	Are you in the mood for Chinese tonight?	Chinese never satisfies me!	contradiction
12152	Is your laptop fan running all the time when you use the laptop?	No, the fan doesn't run all the time.	contradiction
12153	Have you gotten a job?	I'm still looking for work.	contradiction
12154	Is your laptop fan running all the time when you use the laptop?	I can't hear it running all the time. It runs sometimes in between.	contradiction
12155	Do you find the weather pleasant?	It's too cold for me.	contradiction
12156	Do you get on with your colleagues?	Everyone is very friendly.	entailment
12157	Are you interested in sightseeing tomorrow?	I brought my walking shoes.	entailment
12158	Are you walking home?	I'm taking the bus.	contradiction
12159	Do you like pie?	I love eating pastry based dishes.	entailment
12160	Is your laptop display rotated 90 degrees or upside-down?	The laptop display isn't turned 90 degrees or upside-down.	contradiction
12161	Do you prefer books published recently?	The older books tend to be better to me.	contradiction
12162	Are you sure you want to buy?	We thought about it long and hard.	entailment
12163	Is fuel getting to the last fuel filter in line?	When checking the fuel line I discovered that is it going about three quarters of the way through, the fuel is not reaching the last fuel filter.	contradiction
12164	Is the network router active and in range?	Indeed, it is. It is active and also within an acceptable range of it.	entailment
12165	Are you looking for an older building?	I like the character of the older New York buildings.	entailment
12166	Do you want to go get drinks from the nearby bar?	Relaxing sounds good.	entailment
12167	Have you read any Albert Camus?	His work isn't to my taste.	contradiction
12168	Do you want to go do something together?	I'd love to explore the city.	entailment
12169	Are you facing any issue with accessories such as wipers, radio or heater blower?	They seem fine to me.	contradiction
12170	Your laptop has a power LED, which should turn ON when an external power supply is connected. When you plug in the power supply, does the power LED turn ON?	I plugged it into an external power source. It does indeed turn on.	entailment
12171	How about booth seating?	I prefer a chair.	contradiction
12172	Did you consult with your partner/parents?	My parents gave me good advice.	entailment
12173	Did you have a hard time getting here?	It was straightforward.	contradiction
12174	Do you enjoy arts & crafts?	I like to make things.	entailment
12175	There's a car show downtown, are you coming?	I don't want to run into my ex.	contradiction
12176	Have you got a busy weekend?	I'll have to check my calendar.	neutral
12177	Do you enjoy water sports?	I'm not into physical activities.	contradiction
12178	When the power supply is connected to the laptop, does the power LED flicker?	No, the LED does not flicker when the power supply is hooked up to the laptop.	contradiction
12179	Do you own a bike?	My bike is my pride and joy.	entailment
12180	Do you like oldies?	The older, the better.	entailment
12181	Are you trying to connect to a home network?	I'm not attempting to join a home network.	contradiction
12182	Do you want to live in New York city?	That's ideal.	entailment
12183	Are you getting settled into your new place?	We haven't unpacked yet.	contradiction
12184	Do you want something spicy?	I'm open to it.	entailment
12185	Did you finish the project on time?	I got it done early.	entailment
12186	Is the display very dim and barely visible?	Yes, it seems to be too dim.	entailment
12187	Do you like to garden?	Working outside is a nightmare.	contradiction
12188	The corporate networks may be hidden. Please contact the company's network administrator for the exact network settings.	Contacting the network administrator helped and they gave me the proper settings. Thank you so much for the help!	neutral
12189	Has it been six years since we last saw each other?	I just saw you yesterday.	contradiction
12190	Is your laptop's fan running when it overheats?	The fan spins non-stop when the laptop gets warm.	entailment
12191	Do you want to see the new Avengers film?	I'm not really into superheroes.	contradiction
12192	Is it time for breakfast?	Not yet, but it will be in an hour.	contradiction
12193	Do you think suspense is worthwhile?	It can add a lot to a book.	entailment
12194	When you connect the charger to your laptop, is the power connector loose?	I do not think that the power connector is loose when the charger is connected to the laptop.	contradiction
12195	Do you hear the ticking sound only when you take a turn or when the road curves?	When I drove yesterday, I did not notice that ticking sound when I made turns.	contradiction
12196	When you start the laptop, do you see the splash screen with the Windows logo?	After starting it, I do see that.	entailment
12197	Your laptop has a power LED, which should turn ON when an external power supply is connected. When you plug in the power supply, does the power LED turn ON?	It isn't turning on.	contradiction
12198	Do you come here a lot?	If I'm in town.	entailment
12199	Do you like Hip Hop/R&B music?	I will always like Hip Hop, since it's what I grew up listening to.	entailment
12200	Have you been in town this whole time?	I never moved	entailment
12201	Have you gone out to eat recently?	I went out last night.	entailment
12202	Is the network router active and in range?	Yes, the router is turned on.  The router is also well within range of the laptop.	entailment
12203	Do you have the experience to succeed in that job?	I'm very well qualified for the job.	entailment
12204	Would you like to go hiking?	I am not an outdoor person	contradiction
12205	Do you hear rattling noise from the brakes when driving on rough pavement?	I do not hear a rattling noise when driving on rough pavement.  It sounds the same as if it was smooth.	contradiction
12206	Are you ready for a good time?	I'm always ready to hang with you.	entailment
12207	Have you traveled out of the country?	I own a place in Mexico.	entailment
12208	Does your wireless connection slows down or gets flaky when someone nearby is using a phone, a bluetooth device or other such sources of interference?	I have been attending calls all day but haven't noticed anything like that.	contradiction
12209	Have you tried cake pops?	I prefer savoury.	contradiction
12210	Can you remember something that you absolutely loved reading?	Anything I read in English Lit was great.	entailment
12211	Do you remember where we used to hang out?	I loved that pizza place.	entailment
12212	Do you like alcohol or wine with dinner?	I don't drink anymore.	contradiction
12213	Do you live around here	I live three doors down from here.	entailment
12214	Can you check if your car battery is charging properly?	The battery is not charging for me.	contradiction
12215	Want to come over for coffee tomorrow?	I can't tomorrow sorry	contradiction
12216	Do you like to go to high-end place?	I prefer to keep to a budget.	contradiction
12217	Are you able to connect to the network if the security in your router is disabled?	Can you show me how to disable it?	neutral
12218	Do you want to go to the movies?	I think I've seen everything good lately.	contradiction
12219	Do your family still live here?	I see my mum & dad locally all the time.	entailment
12220	Is your laptop fan running all the time when you use the laptop?	The laptop fan is not always on.  The fan turns on from time to time.	contradiction
12221	Are you able to boot your Windows in Safe Mode?	What is the best way to boot Windows in Safe Mode?	neutral
12222	Are you using your laptop in a hot environment?	It is not hot in the room where I'm using it. The room would be considered cool if anything.	contradiction
12223	You said your price range was $3,000 a month, right?	somewhere around that	entailment
12224	Shall I book a table at my favourite restaurant tomorrow night?	I'd rather eat out tonight.	contradiction
12225	Are you into Thai food?	I could eat almost any Thai food.	entailment
12226	Do you like going to the lake?	I try to visit the lake every day,	entailment
12227	Would you have to relocate?	I think that would be best.	entailment
12228	Want to read a new novel based on a true story?	What's it about?	neutral
12229	Is there a open circuit in the ignition switch?	I haven't noticed an open circuit in the ignition switch.	contradiction
12230	Is your budget under $10?	I like to budget for that amount	entailment
12231	Are you available this sunday evening?	That's too short of notice.	contradiction
12232	Did you watch Stephen King's IT?	I was too scared to watch it.	contradiction
12233	Does the laptop boot after removing all external devices such as external keyboard, mouse and printer?	Booting up not is happening.	contradiction
12234	Have you been to Lake Travis yet?	I haven't been yet	contradiction
12235	Would you like to stay in this evening?	I want to snuggle on the couch.	entailment
12236	Do you sleep in late?	I wake up at 5 a.m.	contradiction
12237	Is the brake warning light ON in the dashboard?	The warning light is turned on in the dashboard.	entailment
12238	Did you get a job in that area?	Not yet but I'm still looking.	contradiction
12239	Did you go to medical school?	I'm a dentist now.	contradiction
12240	Do you smell antifreeze? It's usually a sweet smell.	I don't smell anything sweet.	contradiction
12241	Are you happy with your job?	It's easily the best job I've ever had.	entailment
12242	Is spark getting to the plugs?	No, the spark is not reaching the plugs.	contradiction
12243	Do you hear a clunking noise from your car, as opposed to ticking noise?	I can only notice a ticking sound coming from the car. 	contradiction
12244	Are you a kind ?	I do my best to be.	entailment
12245	You will have to get your LCD's backlight replaced to fix the problem with your display.	Sorry but I don't even know what backlight is.	neutral
12246	Are you interested in historical novels?	It's the only genre I like to read.	entailment
12247	Have you watched Avengers?	I've watched all the Marvel films.	entailment
12248	Do you want to try that new Japanese place?	I'm open to try new restaurants.	entailment
12249	Are you looking for a job at the moment?	I've just started to look for work.	entailment
12250	Do you enjoy reading nonfiction?	Biographies are interesting.	entailment
12251	When you start the laptop, do you see the splash screen with the Windows logo?	It is showing that splash screen. I see the Windows logo.	entailment
12252	Do you smell antifreeze? It's usually a sweet smell.	Could you clarify the meaning of antifreeze?	neutral
12253	Did the blink code indicate the engine is OK?	The code displays a valid code. This is not good.	contradiction
12254	Do you play any sports?	Soccer, football, and tennis.	entailment
12255	Is everything good with you?	I've been very ill.	contradiction
12256	Have you ever read a book in a different language?	I can't read any other language	contradiction
12257	Are outside activities something you enjoy?	I like hiking and skiing.	entailment
12258	Does your laptop show the wireless network you are trying to connect to?	I can see my wireless network.	entailment
12259	Did you go anywhere last weekend?	We had a road trip to the mountains.	entailment
12260	Do you need to pump the brake pedal several times before it firms up?	The brakes are firm without pressing a few times.	contradiction
12261	Does your wireless connection slows down or gets flaky when someone nearby is using a phone, a bluetooth device or other such sources of interference?	It weakens when someone is using a cell phone or bluetooth devise nearby.	entailment
12262	Do you live by yourself?	I'm living with my wife and kids.	contradiction
12263	Want to go see a musical?	I love the King and I.	entailment
12264	Do you like fantasy books as well?	I can't say I do	contradiction
12265	Has he proposed yet?	He said he's going to when I get home.	contradiction
12266	Do you hear the brakes scrape or grind?	The braking noise is not of scraping and grinding.	contradiction
12267	Do you like to work with computers?	They have their place when needed.	entailment
12268	Do you get the live BIOS splash screen just after you start your computer?	I don't know what a BIOS splash screen is.	neutral
12269	Want to try something creative?	How about a painting class?	entailment
12270	Does the car stop when you apply the brakes?	When the brakes are applied the car stops.	entailment
12271	Do you have any plans tonight?	I'm planning on going straight home.	entailment
12272	Your battery is discharged. Please jump start or pop start your car. This should fix the problem	How can the car be jump started?	neutral
12273	Will you be working there?	I plan to	neutral
12274	Are you ready to have fun?	I'm looking forward to the weekend.	entailment
12275	Do you have any children?	We have three.	entailment
12276	Can you please test if your battery is OK?	The battery is working fine.	entailment
12277	Do you enjoy the science fiction genre?	I love the imagination on those writers.	neutral
12278	Is your house nearby?	It's in the northwest.	contradiction
12279	Does the ticking noise frequency drop when the car shifts gear?	The ticking noise does not change when I switch gears.  The noise is constant no matter what gear I am in.	contradiction
12280	Are you able to connect to the network if the security in your router is disabled?	I do not know the login details of my router.	neutral
12281	Have you tried that kind of work before?	This is the first time for this work	contradiction
12282	Are you a dessert connoisseur?	I prefer savoury foods	contradiction
12283	is it cold outside?	I'm comfortable in shorts.	contradiction
12284	Do you think the other job has more to offer?	It pays more.	entailment
12285	Are you into mystery novels?	I prefer sci-fi.	contradiction
12286	Are you a city person?	I prefer the countryside	contradiction
12287	How about trying that new Thai place down the road?	Let's go there tomorrow.	entailment
12288	Does the laptop boot normally and display the Windows Desktop?	It doesn't show that.	contradiction
12289	Have you ever read Edgar Allen Poe?	I loved reading The Raven.	entailment
12290	Have you tried the new restaurant around the corner?	Their tacos were kind of bland.	entailment
12291	Are you able to work over time?	That's not a part of my package.	contradiction
12292	Do you want to watch a movie together?	Let's go see that new sci-fi.	entailment
12293	Does the laptop's LCD image get scrambled over time, like showing bits of overlayed images?	The LCD has no scrambling.	contradiction
12294	I understand the issue now. You will have to clean all the air vents of your laptop and replace the active heat sink.	So, where exactly would I find this active heat sink at on my laptop?	neutral
12295	There is some issue with the laptop's wireless adapter or OS software settings. You need to install the latest drivers to fix this.	Installing the latest drivers worked like a charm. Thanks so much for accurately advising me.	neutral
12296	Are you a fan of nonfiction?	I hardly read anything else.	entailment
12297	Want to lend a self help book?	You can have it.	entailment
12298	Did you get your new office?	I'm still waiting for it.	contradiction
12299	Do you feel like having some dinner?	Sorry, I don't feel well.	contradiction
12300	Does the laptop boot after removing all external devices such as external keyboard, mouse and printer?	It doesn't boot under those circumstances.	contradiction
12301	Do you like your company?	It is very progressive.	neutral
12302	Have you thoroughly thought this through?	I've been thinking about it forever.	entailment
12303	Does your laptop boot using a Windows DVD?	Can you explain what a Windows DVD is?	neutral
12304	Do you ever go hanging out at the local bar?	Drinking is not my cup of tea.	contradiction
12305	Do you like living in a flat?	I'd prefer a house.	contradiction
12306	Are you watching a movie this weekend?	I might see what's on Netflix.	entailment
12307	Did you like the food you tried when we last ate out?	It made me puke.	contradiction
12308	Do you hear rattling noise from the brakes when driving on rough pavement?	There is no such noise on rough pavement.	contradiction
12309	Does your laptop show the wireless network you are trying to connect to?	I can't see it at all.	contradiction
12310	Are you into team sports?	I prefer loner sports.	contradiction
12311	Does your laptop connect to any public WiFi network?	There are some public networks available. My laptop refuses to connect to them as well.	contradiction
12312	Would you drive 30 minutes to work?	I'd probably take the bus to work.	contradiction
12313	Do you have busy weekends?	I've got a lot planned.	entailment
12314	Is there an open circuit with your car's key in 'run/ON' position?	I have my car key in the ON position now, and I don't see any open circuit. 	contradiction
12315	Are you okay to sleep on the sofa tonight?	I can sleep anywhere.	entailment
12316	Is your family okay?	They are all well.	entailment
12317	Do you get along with your colleagues?	We get along pretty well most of the time.	entailment
12318	Do you like food that are primarily barbecued?	I'm into sauces.	entailment
12319	Do you like video games?	Sports are more enjoyable.	contradiction
12320	Do you listen to music every day?	I only listen to it at your house.	contradiction
12321	Does your laptop shut down automatically when it overheats?	Yes it does shutdown.	entailment
12322	Does the car make ticking sound only when it is cold?	It is only when my car is hot that I notice the ticking sounds.	contradiction
12323	Have you ever read Neil Gaiman?	I read Coraline as a child.	entailment
12324	Do you already have a mortgage arranged?	I'm already approved.	entailment
12325	Do you enjoy nature?	I love walking in the woods.	entailment
12326	Have you found a job up there?	I'm still looking.	contradiction
12327	Can you see yourself living in a condo?	We'd be happy anywhere in the inner city.	entailment
12328	Please tell me if your laptop battery is overheating?	It's not getting too hot.	contradiction
12329	Do you have many different skills and talents?	I'm pretty specialized.	contradiction
12330	Do you work in an office?	And I even sit in a cubicle!	entailment
12331	Have you read \\\\Harry Potter\\\\\\?\\	It was one of my favorite series.	entailment
12332	Do you know what neighborhood you will buy it in?	I'm looking at the Lower East Side.	entailment
12333	Do you think you'll like it there?	I think it will be a good fit.	entailment
12334	Would you need to earn more money?	I always need to earn more money.	entailment
12335	Do you like alcohol or wine with dinner?	I don't like to have alcohol with my dinner.	contradiction
12336	The car's thermostat is not opening in time because of which the coolant is unable to leave the engine thereby causing overheating. This is what's causing the issue.	You were completely right. That was indeed the issue. I have replace the thermostat now and my car runs perfectly. Thank you so much for your help.	neutral
12337	Did you recently upgrade your laptop's BIOS?	It hasn't been upgraded in a long time. 	contradiction
12338	Have you considered other states?	New York is the only place for me.	contradiction
12339	Are outside activities something you enjoy?	I'm a little agoraphobic.	contradiction
12340	You wanna hit a country-western bar tonight?	I have a date.	contradiction
12341	Does the ticking noise frequency drop when the car shifts gear?	Ticking noises do not slow down when I shift the car’s gears. There is no noticeable change.	contradiction
12342	Is the coolant flowing through the radiator?	I can see a healthy coolant flow. 	entailment
12343	Do you go skiing on the weekend at all?	I haven't been skiing in years.	contradiction
12344	Is there an open circuit with your car's key in 'run/ON' position?	I don't think I have an open circuit. I put the key in the 'run/on' position and things work as expected.	contradiction
12345	Do you hear a clunking noise from your car, as opposed to ticking noise?	There is a clucking sound coming from the car. The sound is definitely not of ticking.	entailment
12346	Shall we going shopping?	I need to go to sleep right now.	contradiction
12347	Does your laptop freeze when it overheats?	It runs well when overheating.	contradiction
12348	Got any plans?	I'm seeing friends this weekend.	entailment
12349	Do you like pop music?	Pop music is so easy to listen to	entailment
12350	Would you like pizza tonight?	I think some deep dish would be perfect.	entailment
12351	Is there an open circuit with your car's key in 'run/ON' position?	It's not open when the key is turned to RUN.	contradiction
12352	Do you like jazz?	I am a Coltrane fanatic.	entailment
12353	Do you like cardio?	I work out on the rowing machine.	entailment
12354	Does the engine fire right up but stall as soon as you release the key back to the RUN position?	Yes, the engine does instantly stall when the key rolls back to the run position.	entailment
12355	Have you got a spending budget?	I'm broke.	contradiction
12356	Can you please test if your battery is OK?	Can you tell me how to check the battery?	neutral
12357	Do you dislike your current job?	The people make it so taxing I'm thinking of leaving.	entailment
12358	Do you listen to classical?	I prefer pop.	contradiction
12359	Can you hear fan or hard drive sounds from your laptop?	It is making audible sounds.	entailment
12360	Are you still as fun as you were when we were young?	Are you bored?	neutral
12361	Have you decided which neighborhood you want to buy in?	Wherever we can afford.	contradiction
12362	You will have to get your LCD's backlight replaced to fix the problem with your display.	What is the meaning of a backlight? 	neutral
12363	Have you kept in contact with anyone we used to know?	I've lost everyone's email addresses.	contradiction
12364	Do you want to work remotely?	That is the long term goal.	entailment
12365	Does the car stop when you apply the brakes?	What if I need to press my brakes harder than before?	neutral
12366	Will you be going to the big New Year's Eve party this year?	I have not made plans yet.	neutral
12367	Can you check if your car battery is charging properly?	The reading seems to be fine and the battery works well.	entailment
12368	Do you like to read autobiography books?	I enjoy some of them	entailment
12369	Do you like living here?	We are very happy.	entailment
12370	Is there an activity you have a passion for?	I could ride horses every day.	entailment
12371	Do you get the live BIOS splash screen just after you start your computer?	What is the BIOS splash screen? I have never seen it before.	neutral
12372	Is the display very dim and barely visible?	The display is clearly visible.	contradiction
12373	Your car has an exhaust leak. Please check the exhaust pipeline for leaks and seal them. This should solve your problem.	Can you give me the procedure to close the leaks in the car's exhaust system?	neutral
12374	Do you have a car?	I just bought a new car.	entailment
12375	Are you happy working here at this job?	I would rather be sitting on a beach.	contradiction
12376	Is it a newly formed company?	It's about a year old.	contradiction
12377	Did you get a good performance review?	I received the highest marks.	entailment
12378	Does the laptop's LCD image get scrambled over time, like showing bits of overlayed images?	I see the images are jumbled and overlaid while using my laptop. 	entailment
12379	Is it hard to brake and bring the car to a halt?	It does seem like I have to use a remarkable amount of pressure on it.	entailment
12380	Are you new to this area?	I have only landed 5 days ago.	entailment
12381	Are you looking for something more mentally challenging?	I need to keep my mind active.	entailment
12382	Are you able to see anything on your laptop's screen?	It doesn't show anything. It is completely black.	contradiction
12383	When the power supply is connected to the laptop, does the power LED flicker?	The LED power light of the laptop does not flicker when connected to the power supply.	contradiction
12384	When you apply the brakes, does it pull the steering wheel?	They don't seem to do that.	contradiction
12385	Is the antifreeze level in your overflow tank up to the mark?	It looks like it's pretty much between them.	entailment
12386	Does the laptop boot normally and display the Windows Desktop?	I do see something when I start it. I believe it is the windows desktop. 	entailment
12387	Is your laptop display rotated 90 degrees or upside-down?	It is rotated by 90 degrees. It displays everything at that angle.	entailment
12388	Is there a leak at the car's water pump?	Yes, I see it. It is definitely leaking.	entailment
12389	Was your flight on time?	Surprisingly so.	entailment
12390	I understand the issue now. You will have to clean all the air vents of your laptop and replace the active heat sink.	The vents are very dusty, thank you for bringing that to my attention! Removing the dust with Q tips has helped. Thank you! 	neutral
12391	Is spending time outdoors something you enjoy?	it definitely is	entailment
12392	Is your laptop's fan running when it overheats?	It seems to. Yes, it starts up.	entailment
12393	Does the laptop's LCD image get scrambled over time, like showing bits of overlayed images?	The screen is not scrambled.	contradiction
12394	Do you have a cat	I have three Siamese.	entailment
12395	Would  you  like to see the sights?	I have a long list I'd love to see.	entailment
