index	sentence1	sentence2	label
9642	Is New York your only option?	I'm also considering other locations.	contradiction
9643	Are you interested in history or historical novels?	I like to visit historic sites rather than read books	contradiction
9644	Are you planning any trips this year?	We're going to France in the spring.	entailment
9645	Would you like pizza tonight?	Sounds great.	entailment
9646	Are you doing well?	My job has been stressing me out lately.	contradiction
9647	Does the laptop boot normally and display the Windows Desktop?	It does not boot up and show the Desktop. There are many different issues with it.	contradiction
9648	Do you make over $100,000 a year?	I make $50,000 a year.	contradiction
9649	Are you going out this weekend?	I usually go out on Friday nights.	contradiction
9650	If you pull over and stay idle, does the car's temperature return to normal?	The temperature does not go back to normal. The temperature is still high when idling. 	contradiction
9651	Does your laptop shut down automatically when it overheats?	It does not shut down automatically.	contradiction
9652	Can you hear the CPU fan or the hard drive spin?	I don't hear the CPU fan or the hard drive spin. I don't hear anything at all.	contradiction
9653	Have you had pho?	I am pretty picky about what Asian foods I eat.	neutral
9654	Have you tried that Thai place around the corner?	I went there last week.	entailment
9655	Do you see tiny dots or lines through the LCD display?	I have not noticed any tiny dots on the LCD screen. I don't see any lines across the screen either.	contradiction
9656	Are you in a band now?	I am currently playing solo.	contradiction
9657	Would you like one in the city or a bit outside?	Probably in Brooklyn.	entailment
9658	Is your job stressful?	At times it can be	entailment
9659	Are you still in touch with any people from our old neighborhood?	I haven't kept up with anyone.	contradiction
9660	Do you like a lot of bass in your music?	I prefer light-sounding pop.	contradiction
9661	Do you enjoy sports events?	I love football, cricket, rugby and athletics.o	entailment
9662	Are you living near here these days?	I actually moved into the city.	neutral
9663	Do you need to pump the brake pedal several times before it firms up?	The brakes are firm without pressing a few times.	contradiction
9664	Does the brake pedal go all the way to the floor?	Yes, I can step on it all the way to the floor.	entailment
9665	Does the car start, run a few seconds (or longer) and then stall?	Thats spot on and it happens all the time.	entailment
9666	Do you want to rent a movie to watch together?	If you like	entailment
9667	Do you have a full time job?	I have three part-time jobs.	contradiction
9668	Does the laptop power up without the battery in it?	The laptop does not boot if the battery isn't inserted.	contradiction
9669	Is country your favorite genre of music?	I prefer pop.	contradiction
9670	Do you like romance books?	I prefer crime drama.	contradiction
9671	Are you meeting everyone at the bar?	I'm giving them a head start.	entailment
9672	Use the rescue disk to identify any virus or malware in your Windows and restore your OS to a bootable condition.	That makes sense, I was able to restore OS to bootable condition. You are the best.	neutral
9673	Is it worth it?	The move to New York will be very worth it.	entailment
9674	Do you ever smoke?	Smoking is an unhealthy habit so I don't do it.	contradiction
9675	Do you like blues?	I like jazz better.	contradiction
9676	Would you like to get a bite to eat before going home?	I'm not hungry.	contradiction
9677	Do you like playing sports?	I'm on our work baseball team.	entailment
9678	Are you still as fun as you were when we were young?	I know how to cut a rug.	entailment
9679	Do you like your co-workers?	We all have a very symbiotic relationship.	entailment
9680	Do you like parks?	I enjoy nature.	entailment
9681	Do you have a single lamp failure? It could be a headlight, a taillight, or a blinker.	None of my lamps seem to be failing.	contradiction
9682	Do you play any instruments?	I still get out my guitar every now and then.	entailment
9683	Is spark getting to the plugs?	No, no way.	contradiction
9684	Are you in the mood for oysters?	I'm allergic to shellfish.	contradiction
9685	Does the car stop when you apply the brakes?	If my car brakes are working in a different way, what can I do?	neutral
9686	Do you want something in a different field?	I want to work indoors.	entailment
9687	Want to visit the park this weekend?	I am away this weekend.	contradiction
9688	Do you still live on West End road?	I moved two years ago.	contradiction
9689	Are you going to take any new courses to better your chances?	I'm always looking to further my education.	entailment
9690	Do you like rock and roll music?	I never really got hooked on any rock.	contradiction
9691	Do you prefer horror?	I enjoy romantic comedies more.	contradiction
9692	Is it close to the subway?	I can see the subway from my door.	entailment
9693	Do you still like hiking?	not as much anymore	contradiction
9694	Does your battery run down in just a few days?	It lasts much more than a few days. The battery was last charged several weeks ago.	entailment
9695	Can you hear the CPU fan or the hard drive spin?	The CPU fan isn't running. The hard drive is not spinning either.	contradiction
9696	Is antifreeze leaking from the engine?	Yes, I see it emenating.  It comes from there.	entailment
9697	You have no power because you battery connectors are corroded to the point that there is an insulating layer of rust. Replacing them will resolve your issue.	You were right. Everything works perfectly now that the connectors are replaced. Thanks a lot!	neutral
9698	Have you ever tried a job outdoors?	I worked construction for five years.	entailment
9699	I understand the issue now. You will have to clean all the air vents of your laptop and replace the active heat sink.	The problem was the air vents and heat sink. Thanks for identifying this for me! 	neutral
9700	Are you visiting your parents this weekend?	They won't be home this weekend.	contradiction
9701	Are you offering the asking price?	We're going lower.	contradiction
9702	Will I see you tomorrow?	I hope I don't have to come in.	contradiction
9703	Do you feel like going for a long walk tomorrow?	Let me make sure I brought flats.	entailment
9704	Are you a history fan?	There's always something to learn from history.	entailment
9705	Do you have any plans?	Not that I can think of	contradiction
9706	Do you play guitar?	I know a few chords.	entailment
9707	Do you like history?	I like to visit historic landmarks.	entailment
9708	Did all of your luggage arrive?	One of my suitcases got lost.	contradiction
9709	Do you know how much rent is?	It's high!	entailment
9710	I'm so bored, wanna go have some fun?	Let's do it.	entailment
9711	Is your fascination with reading about being self employed still your dream?	I am very happy working at my current company at the moment.	contradiction
9712	Are you a vegetarian?	I'm eating bacon for lunch	contradiction
9713	Does the laptop's LCD image get scrambled over time, like showing bits of overlayed images?	The LCD has no scrambling.	contradiction
9714	Are you in the mood for oysters?	Burgers would be better.	contradiction
9715	Do you like going to baseball games?	I'm not a fan of baseball.	contradiction
9716	Have you found a place yet?	There's a super cute one I'm interested in uptown.	entailment
9717	Do you enjoy working in a team environment?	I prefer working alone.	contradiction
9718	Does your battery run down in just a few days?	My battery has been discharging at a rapid pace. It needs to be charged again after a few days of use.	contradiction
9719	Your laptop has a power LED, which should turn ON when an external power supply is connected. When you plug in the power supply, does the power LED turn ON?	I can see the LED light turn ON when the laptop is plugged in.	entailment
9720	Are you familiar with the area?	I could use a tour.	contradiction
9721	Were you inside most of the day?	If you couldn't tell from my pale skin.	entailment
9722	Is everything good?	I'm doing great.	entailment
9723	Is the emergency parking brake working properly?	The emergency brake is not working well at all.	contradiction
9724	Does your laptop shut down automatically when it overheats?	The laptop stays on until I hit the power button.	contradiction
9725	Does your work require creativity?	I have to think outside the box on most days.	entailment
9726	Have you met the HOA president?	He's really annoying.	entailment
9727	Want to eat at a restaurant?	I've been looking forward to eating out.	entailment
9728	Do you prefer being indoors?	I like to get my hands in the dirt.	contradiction
9729	Do you want to live close to a subway stop?	quite close would be good	entailment
9730	Are you available to move in April?	Anytime would suit me.	entailment
9731	Do you get the live BIOS splash screen just after you start your computer?	The computer shows a live BIOS splash screen after I boot it up.	entailment
9732	When you connect the charger to your laptop, is the power connector loose?	The power connector is loose when I connect the laptop.	entailment
9733	Going to dinner now?	I'm not very hungry.	contradiction
9734	Have you been to that new restaurant?	I've been really busy lately.	contradiction
9735	Are you using your laptop in a hot environment?	I keep my laptop in my room, which I keep at 70 degrees Fahrenheit. 	contradiction
9736	Do you think it is worth the expense of going out to the movies?	The fun is worth it.	entailment
9737	Do you like to eat out?	More than I should.	entailment
9738	Do you see coolant drips on the ground from overflow reservoir?	I am checking the ground now. I do not see any coolant drops coming from the overflow reservoir. 	contradiction
9739	If you pull over and stay idle, does the car's temperature return to normal?	The car temperature does not go back to normal whether idling or running 	contradiction
9740	Can you get the weekend off?	Trying to.	neutral
9741	Do like a spicy foods?	Spicy foods make me sick.	contradiction
9742	Can I come visit you?	I expect I'll have a lot of guests.	entailment
9743	You like swimming?	I swam endlessly as a child and still do.	entailment
9744	Is the flat close to work?	It's walking distance	entailment
9745	Did you dance at the event?	I danced to a few songs.	entailment
9746	Your accessory is not working because there is not enough voltage at it's input terminal or the device has failed.	I have replaced the device and it is now working as it should. Thank you for giving me advice on this matter.	neutral
9747	Are you into EDM?	I prefer classic rock.	contradiction
9748	Does the starter spin on turning ON the car?	The starter is spinning when I start the car.	entailment
9749	Are you interested in sporting events?	I try and see sporting events once a month at least.	entailment
9750	Do you get the live BIOS splash screen just after you start your computer?	I've just started it. Unfortunately I can't see BIOS splash screen	contradiction
9751	Is one bedroom enough?	Since it's only me, a one bedroom flat is fine.	entailment
9752	Is your job challenging enough for you?	it usually is	entailment
9753	Can I come visit you?	I keep a spare bedroom just for you.	entailment
9754	Does the new job pay more?	It's the same salary.	contradiction
9755	Are you done for the week?	I'll be back in tomorrow morning.	contradiction
9756	Is there a pinhole leak in radiator hose or at the clamps?	The radiator house has a pinhole leak.  The clamps may have a leak also.	entailment
9757	Do you want to live with a roommate?	Not sure, but I have to.	contradiction
9758	Are your work hours flexible?	I can work whenever I want as long as the work gets done.	entailment
9759	Do you still visit the area often?	I haven't been back since I left.	contradiction
9760	Do you see the splash screen if you connect your laptop to an external working monitor?	The monitor displays the splash screen.	entailment
9761	Is it in Brooklyn?	It is indeed	entailment
9762	Did your week go well?	It sped by.	entailment
9763	Is the DC power jack in the laptop loose or broken?	The power jack does appear to be loose.	entailment
9764	Your laptop has a power LED, which should turn ON when an external power supply is connected. When you plug in the power supply, does the power LED turn ON?	I can see the LED light on the laptop turn on when it's connected to the power supply.	entailment
9765	Will you have better benefits at the new job?	They definitely offer much more.	entailment
9766	Do you spend a lot of time filling in paper work?	More than you could imagine.	entailment
9767	Do you smoke a lot?	I am a twenty a day man.	entailment
9768	Does your laptop shut down automatically when it overheats?	When the laptop overheats the laptop does not turn off by itself.	contradiction
9769	How about watching a movie?	sounds like a good idea	entailment
9770	Do you get the live BIOS splash screen just after you start your computer?	I can see the BIOS splash screen.	entailment
9771	Did you bring a warm coat?	I left it at home.	contradiction
9772	Do you like the same hobbies from when you were a kid?	I moved on to other stuff.	contradiction
9773	Did you dance at the event?	I couldn't stop, the music was hot.	entailment
9774	Do you like sports?	I play soccer.	entailment
9775	The issue is that your battery terminals are oxidised. Please clean car battery terminals, connectors and engine ground. Your car should start once you clean them.	I just used a screwdriver to bypass the starter relay solenoid, and that worked - thank you so much!	neutral
9776	Do you get a 'No Operating System' message when you start the laptop?	There is nothing like that showing up on the screen. 	contradiction
9777	Do you like crime novels?	Crime scares me.	contradiction
9778	Do you like to run?	It's hard on my legs.	contradiction
9779	Does the new job pay more?	The new job does pay a lot more	entailment
9780	Are you using your laptop on a hard and flat surface?	It is a flat surface.	entailment
9781	Do you like to attend neighborhood events like house or block parties?	I do when I can	entailment
9782	Do you have any dietary restrictions?	I don't have any	contradiction
9783	Do you like to eat out?	As a treat	entailment
9784	Are you extroverted?	I guess I am	entailment
9785	Please replace the worn brake system parts to fix the brake issue.	OK sure, I'll do that. Thanks for the advice.	neutral
9786	Do you enjoy reading classics?	I'm not really a fan	contradiction
9787	Do you like Chinese food?	I prefer Indian cuisine.	contradiction
9788	Are you working here?	I work from home.	contradiction
9789	Is spark getting to the plugs?	Yes the spark is able to find the way to the plugs.	entailment
9790	Is it better than your old job?	It's better for what I'm looking for.	entailment
9791	Are you connected to your local library?	I am a member of it	entailment
9792	Are there many people who come and go?	People seem to stick with the company for a long time due to the stability of benefits and pay.	contradiction
9793	Did you enjoy today?	Today was a blast.	entailment
9794	Are you happy with your job?	Things are good there.	entailment
9795	Do you kids go to Vancouver schools?	I don't have kids yet	contradiction
9796	Does one or more wheels drag too much?	I noticed significant dragging in some of the wheels.	entailment
9797	Would hanging out this weekend be something you're into?	I would certainly say so	entailment
9798	Did you have a pleasant journey?	The train ride was insane.	contradiction
9799	Do you have to travel?	Not very often	contradiction
9800	Did you marry your high school boyfriend?	He dumped me in college.	contradiction
9801	Have you met up with anyone else we know?	Our friends were at the show.	entailment
9802	Have you ever tried Indian food?	I tried it once growing up.	entailment
9803	Do you enjoy being shocked by an ending?	I love a good surprise!	entailment
9804	Does your laptop boot when all external devices are disconnected?	The laptop does not start up even if no external devices are connected.	contradiction
9805	Have you tried flushing the engine?	Why do I need to flush the engine? It sounds very risky.	entailment
9806	Is the antifreeze level in your overflow tank up to the mark?	How do I check if the antifreeze level is hitting the mark in the overflow tank?	neutral
9807	Do you have any kids now?	I have three.	entailment
9808	Do you want to grab some food?	that would be good	entailment
9809	Does one or more wheels drag too much?	There is a dragging issue with one or more of the wheels.	entailment
9810	Do you live around here	I live around the corner from here	entailment
9811	Have you checked the crime rate in that area?	I've been researching that.	entailment
9812	Is Don't Go in the House any good?	I have not heard of it	neutral
9813	Are you into experimental cuisine?	That sounds too risky for me.	contradiction
9814	Is it hard to brake and bring the car to a halt?	It's really difficult getting it to stop.	entailment
9815	Have you been to the reggae fest here?	I'm not really interested	contradiction
9816	Can you wait for me to print this?	I can totally wait.	entailment
9817	Do you listen to new music every Friday?	I don't keep up with music.	contradiction
9818	Does your career require an upgrade in schooling?	it did a little bit	entailment
9819	Are you moving soon?	In about a week I'll start packing.	entailment
9820	Is the DC power jack in the laptop loose or broken?	The power jack connects very securely and tightly to the laptop and seems to be functioning well. 	entailment
9821	Do you like to garden?	I get someone else to handle that	contradiction
9822	I understand the issue now. You will have to clean all the air vents of your laptop and replace the active heat sink.	What are the ways to clean out the air vents of the laptop?	neutral
9823	Are you staying some days?	We'll be here a month.	entailment
9824	Do you stand up at work?	Everyone has standing desks.	entailment
9825	Do you like slow songs?	Ambient music is very chill.	entailment
9826	Have you kept in touch with any of our other neighbors?	I haven't seen any of the old neighbours.	contradiction
9827	Were you born in this country?	I've lived in 3 countries now.	neutral
9828	I'm having a poker night at home, do you want to join?	I was hoping you would ask.	entailment
9829	Would you like to see a movie?	I want to be outdoors.	contradiction
9830	Is your laptop display rotated 90 degrees or upside-down?	The laptop display is rotated quarter of the way.	entailment
9831	Did you read the Game of Thrones books?	I didn't read any of the Game of Thrones.	contradiction
9832	Do you get the live BIOS splash screen just after you start your computer?	The BIOS screen appears when starting it up.	entailment
9833	Does the car stop when you apply the brakes?	What if they need to be pressed multiple times to work?	neutral
9834	Have you ever tried contra dancing?	I've never heard of it.	contradiction
9835	Have you found a job already?	I am still hunting.	contradiction
9836	Are you going home now?	I'm on my way to the grocery store.	contradiction
9837	Will your kids be going to the local school?	My kids are homeschooled.	contradiction
9838	Did you enjoy playing board games growing up as a kid?	I still love playing them!	entailment
9839	Are you partying this weekend?	Life is a celebration!	entailment
9840	Does your battery run down in just a few days?	The charge in the battery lasts for a long time.	contradiction
9841	Do you like playing sports?	I love running around.	entailment
9842	Do you like to attend neighborhood events like house or block parties?	I enjoy being involved.	entailment
9843	Do you enjoy sci-fi books?	My husband has gotten me into them.	entailment
9844	Your laptop has a power LED, which should turn ON when an external power supply is connected. When you plug in the power supply, does the power LED turn ON?	Yes, it lit up when connected. This happens when the external power supply is connected.	entailment
9845	Are you a fan of science fiction?	Ender's Game is my favorite book.	entailment
9846	Your car's starter relay has failed. Use a heavy jumper or screwdriver to bypass the starter relay solenoid. This should start your car.	I just used a screwdriver to bypass the starter relay solenoid, and that worked - thank you so much!	neutral
9847	Are you a fan of alternative music?	You could say that.	entailment
9848	Are you happy with your work life balance?	It could be better.	contradiction
9849	Has your move been easy?	It has been stressful	contradiction
9850	Are you afraid of heights?	I can't say I am	contradiction
9851	Does your laptop shut down automatically when it overheats?	No, it keeps running.	contradiction
9852	Is there steaming or leak from the cooling system?	I don't see either of those coming from it. 	contradiction
9853	Have you been here before?	I haven't been for a while	entailment
9854	Is the coolant flowing through the radiator?	I see the coolant is moving through the radiator.	entailment
9855	Is it close to work?	It will be closer than my current place.	entailment
9856	Do you get the live BIOS splash screen just after you start your computer?	Can you tell me how to see if I have a properly functioning LCD inverter?	neutral
9857	Do you have any interest in biographies?	some of them I would	entailment
9858	Have you played guitar for long?	My family got me going young.	entailment
9859	Do you play guitar?	I've never learned.	contradiction
9860	Do you have a working rescue CD?	The rescue CD does not work. The CD does not boot up the laptop.	contradiction
9861	Have you been with the company long?	Three years is longer than I've stayed anywhere.	entailment
9862	Is it worth it?	it seems like a good value.	entailment
9863	Is there an open circuit with your car's key in 'run/ON' position?	There is an open circuit when the car key is in the run/ON position	entailment
9864	Is there an open circuit with your car's key in 'run/ON' position?	I checked just now. There's no open circuit with my key in the run/ON position.	contradiction
9865	Have you been in town this whole time?	I never moved	entailment
9866	Are you facing a blinker problem such as lamps are not blinking, or it doesnt make the characteristic sound?	There are some issues happening with the car blinker.	entailment
9867	Have you ever had allergies to food?	I only have allergies to bee stings.	contradiction
9868	Is the voltage regulator in your car good?	How can I tell if it is working properly? 	neutral
9869	Are you still teaching?	I have since changed jobs	contradiction
9870	Do you like Mexican food?	I could eat that every day.	entailment
9871	Have you found a place yet?	There are a few places that I have in mind.	entailment
9872	Did you read The Pony of Midnight?	I haven't heard of that.	contradiction
9873	Do you have a degree?	I'm working on my PHD.	entailment
9874	Is it more than a one bedroom?	It's a loft.	contradiction
9875	Let's go to swimming?	I don't have a suit.	contradiction
9876	Is spark getting to the plugs?	How can I see if the spark is getting to the plug?	neutral
9877	Does the engine fire on turning the key?	No, When the key is turned the engine does not fire up.	contradiction
9878	Is your laptop display rotated 90 degrees or upside-down?	The display isn't turned or upside-down.	contradiction
9879	Did all of your luggage arrive?	Everything's in order.	entailment
9880	Was the airport crowded?	It was fairly quiet.	contradiction
9881	Does the car stop when you apply the brakes?	The car does stop. The brakes seem to work well.	entailment
9882	Are you doing okay?	I've been kind of down lately.	contradiction
9883	Did you enjoy reading the last Harry Potter book ?	It was the best of the series.	entailment
9884	Do you like electric guitars?	I prefer acoustic.	contradiction
9885	Have you ever played any group sports?	I was on a basketball team once.	entailment
9886	Wanna eat some burgers?	Sounds good.	entailment
9887	Is being near public transportation a priority?	It's a necessity	entailment
9888	Did you have a hard time getting here?	It was pretty straightforward.	contradiction
9889	Did you marry your high school sweetheart?	He ran off to California to write music.	contradiction
9890	Would you like to read a book that could make you cry?	I'd rather read something that makes me happy.	contradiction
9891	You know when you starting your new job?	I should start on April 1.	entailment
9892	Do you need to get some rest?	that would be good	entailment
9893	Did you like the Harry Potter books?	I was never a fan	contradiction
9894	Have you ever read Edgar Allen Poe?	I loved reading The Raven.	entailment
9895	Would you like to go to the movies tonight?	If you are inviting me.	entailment
9896	Can you smell burning or see smoke coming out of the laptop?	There isn't any smoke coming out of the laptop.	contradiction
9897	Did you enjoy your holiday?	I broke my leg and had to be flown home.	contradiction
9898	Did you go anywhere last weekend?	We went skiiing.	entailment
9899	Does the laptop BIOS show that the hard drive is installed?	I checked the BIOS. I see that the hard drive is installed.	entailment
9900	Is there a spark from the ignition coil?	It's not coming from there.	contradiction
9901	Does the car stop when you apply the brakes?	When the brakes are pressed the car continues moving forward unimpeded.	entailment
9902	Do you get the live BIOS splash screen just after you start your computer?	How do I check if the LCD’s inverter is working properly? 	neutral
9903	Is your job challenging enough for you?	I find it quite challenging.	entailment
9904	Have you heard about the new outdoor music festival?	I'm not a fan of festivals.	contradiction
9905	Is there steaming or leak from the cooling system?	There is nothing leaking out. I do not see steam from it either.	contradiction
9906	You living alone?	I have two roommates.	contradiction
9907	Do you want one bedroom?	I can't afford much.	entailment
9908	Your laptop has a power LED, which should turn ON when an external power supply is connected. When you plug in the power supply, does the power LED turn ON?	It does not turn on when connected to an external power supply.	contradiction
9909	Does your laptop boot when all external devices are disconnected?	What devices are you talking about?	neutral
9910	Is this a profession you want to stay in?	I'd rather work in customer service.	contradiction
9911	Do you prefer healthy food?	I try to eat as much organic produce as possible.	entailment
9912	Are you able to see anything on your laptop's screen?	It is showing some stuff, yes sir.	entailment
9913	Would you like to get some coffee?	I could use a java.	entailment
9914	Do you like Chinese food?	I eat chow mein.	entailment
9915	Is your laptop fan running all the time when you use the laptop?	I can't hear it running all the time. It runs sometimes in between.	contradiction
9916	Is there steaming or leak from the cooling system?	I do not see that. I do not see anything leaking.	contradiction
9917	Do you get the live BIOS splash screen just after you start your computer?	The live BIOS splash screen comes up. It shows just after the computer is booted.	entailment
9918	Do you enjoy American Food?	I love burgers and fries.	entailment
9919	Are you single?	Free and single at the minute	entailment
9920	Have you read the new Stephen King book?	I've never read anything by him.	contradiction
9921	Does the laptop boot normally and display the Windows Desktop?	Not seeing it get to desktop.	contradiction
9922	Is there a spark from the ignition coil?	What is the location of the ignition coil?	neutral
9923	Are you willing to get a roommate?	I'd prefer to live alone.	contradiction
9924	Are you interested in sporting events?	I don't like watching sports much.	contradiction
9925	Have you heard of The Script?	I know their music.	entailment
9926	Do you like to drink wine?	I'm more of a beer guy.	contradiction
9927	Do you enjoy seafood?	Shrimp are delicious.	entailment
9928	Do you like American style cuisine?	I dig classic diner fare.	entailment
9929	Are you happy with your life?	I wish things turned out differently.	contradiction
9930	Do you prefer spicy dishes?	I put hot sauce on everything.	entailment
9931	Would you be happy to take a pay cut?	I'd rather not work for less money.	contradiction
9932	When the power supply is connected to the laptop, does the power LED flicker?	Why would that light flash on and off? I have never heard anything like that.	entailment
9933	Is the price reasonable?	I want to keep shopping around.	contradiction
9934	Do you like tex-mex food?	It's too spicy for me.	contradiction
9935	Does the laptop power up without the battery in it?	The laptop was able to start with the battery out.	entailment
9936	Does the fan turn on when the engine warms up?	That does go on when the engine heats up. 	entailment
9937	Did you go to college abroad?	I stayed in town	contradiction
9938	Your accessory is not working because there is not enough voltage at it's input terminal or the device has failed.	I see now that the device has failed. I will fix that. Thank you. 	neutral
9939	Do you fancy eating sushi?	I love raw fish.	entailment
9940	Does the car stop when you apply the brakes?	It stops when the brakes are applied. The brakes do stop the car.	entailment
9941	Are you a Supervisor now?	I'm too junior.	contradiction
9942	Do you have a single lamp failure? It could be a headlight, a taillight, or a blinker.	It does appear to be a single lamp failure.	entailment
9943	Would you be interested in a new industry altogether?	I think I would be	entailment
9944	Should we go out for a hot meal tonight?	I'll take a rain check.	contradiction
9945	Do you want to rent or buy?	I am open to both.	neutral
9946	Do you like food with a lot of spices?	I'm not keen on a lot of spices.	contradiction
9947	Are you interested in vegan food	I love vegan food.	entailment
9948	Are you glad it's Friday?	I cannot wait for the weekend.	entailment
9949	Is your job a manual labor?	It's mostly office work.	contradiction
9950	Are outside activities something you enjoy?	I'm a little agoraphobic.	contradiction
9951	Do you need to pump the brake pedal several times before it firms up?	I do not have to pump it for the brakes to work.	contradiction
9952	Is your BIOS set to hibernate the laptop in case of low battery?	I know that it's been set to automatically hibernate on a low battery. It has always been this way.	entailment
9953	Did you read the Game of Thrones books?	Are the books worth it if you've already seen the TV show?	contradiction
9954	Do you like music?	I like a lot of different music genres.	entailment
9955	Do you listen to a lot of music?	Most of the time	entailment
9956	Do you like bowling?	It is fun	entailment
9957	Would you start a band?	I don't know anyone else who plays an instrument.	neutral
9958	Is there steaming or leak from the cooling system?	No, there wasn't anything leaking or steaming from the cooling system.	contradiction
9959	When you start the laptop, do you see the splash screen with the Windows logo?	The logo does appear.	entailment
9960	Would you live there again if you had the chance?	I've got a lot of fond memories there	entailment
9961	Is there a spark from the ignition coil?	Where can I find the ignition coil?	neutral
9962	Is your car's radiator leaking from finned section?	There is no leak in the finned section.	contradiction
9963	Did you have a nice flight?	It was very smooth.	entailment
9964	Do you like to spend your weekends at home?	I try to study and get out in nature.	contradiction
9965	Are you new to the city?	I've lived here all my life.	contradiction
9966	Does the new John Grisham book sound good?	I haven't heard of him or his works.	neutral
9967	Are you a science fiction fan?	I'm really not	contradiction
9968	Have you looked into the housing costs?	Apartments are really expensive.	entailment
9969	Do you like concerts?	They hurt my ears.	contradiction
9970	do you have kids?	My wife is pregnant with our second child.	entailment
9971	Are you enjoying your visit?	It's been stressful so far.	contradiction
9972	You are facing anti-lock braking system failure. See the service manual for instructions to fix the issue.	What exactly is the purpose of the anti-lock braking system and is it dangerous to drive if it has failed?	neutral
9973	Have you ever played an instrument?	The trumpet.	entailment
9974	Do you like African music?	I never listen to it.	contradiction
9975	Have you read Hunger Games yet?	I've read the entire series of Hunger Games.	entailment
9976	Does your battery run down in just a few days?	Why does a car battery discharge even if I don't drive?	neutral
9977	Have you found a good realtor?	No one trustworthy yet.	contradiction
9978	How about a collection by various authors?	that can be interesting	entailment
9979	Does your laptop shut down automatically when it overheats?	Yes, the laptop gets really hot and then shuts off. I don’t understand why this is happening. 	entailment
9980	Are you a fan of sports?	I love football and baseball.	entailment
9981	Do you drive?	I take the bus.	contradiction
9982	Do you smell antifreeze? It's usually a sweet smell.	I don't understand what antifreeze is. 	neutral
9983	Are you okay to eat spicy food?	I can handle anything.	entailment
9984	If you pull over and stay idle, does the car's temperature return to normal?	Unfortunately that does nothing for the temperature. That doesn't help get it back to normal. 	contradiction
9985	Are you going to be the boss?	I'm not going to manage anyone.	contradiction
9986	Have you tried different ethnic foods?	I'm not very adventurous eater.	contradiction
9987	Do you like your colleagues?	I have a good time at work.	entailment
9988	Will you be able to manage the payments?	I'm good with the payments	entailment
9989	Will you be going out at the weekend ?	I am staying in both days.	contradiction
9990	Want to go to the Drake concert in town?	I would love to	entailment
9991	Do you have plans for this weekend?	I need to do a ton of yard work.	entailment
9992	Your laptop has a power LED, which should turn ON when an external power supply is connected. When you plug in the power supply, does the power LED turn ON?	The light does not come on when plugged into an external power supply. I am not sure what to make of this.	contradiction
9993	Do you want to live in a quiet neighborhood?	I prefer somewhere nice and peaceful.	entailment
9994	Do you have to travel?	The job is very close to where I live.	contradiction
9995	Enjoy exercising?	I love getting fit.	entailment
9996	Do you need to pump the brake pedal several times before it firms up?	I don't have to pump the brakes for normal operation. The brakes work fine without any pumping.	contradiction
9997	Do you like the neighborhood so far	I wish it was quieter.	contradiction
9998	Do you have a Spotify account?	I prefer Pandora.	contradiction
9999	Has this work week gone quickly for you?	It's gone at a snail's pace.	contradiction
10000	Are you a musician?	I'm a singer.	entailment
10001	Do you like cookies?	You know it.	entailment
10002	Do you want to live inside the city?	Manhattan is my top choice.	entailment
10003	When you connect the charger to your laptop, is the power connector loose?	I don't notice a loose power connector when the charger is connected to the laptop.	contradiction
10004	Do you have a working rescue CD?	I don't have a working rescue CD with me.	contradiction
10005	Do you like to ski?	I've tried it a few times.	neutral
10006	You said your price range was $3,000 a month, right?	You have a good memory.	entailment
10007	Does your current position have growth potential?	There is some room for growth.	entailment
10008	Do you like vegan food?	I wouldn't say I do	contradiction
10009	Do you have pets?	We have a canary.	entailment
10010	Does it involve a lot of time at your desk?	I am chained to my desk.	entailment
10011	Have you seen the new art exhibition that is in the town hall?	That statue they just put up was very inspiring.	entailment
10012	Do you need space to park a car?	I'm going to sell my car before I move.	contradiction
10013	Do you still listen to Lady Gaga?	She is brilliant	entailment
10014	Is the antifreeze level in your overflow tank up to the mark?	How do I check the current level of antifreeze in my overflow tank?	neutral
10015	Does the flat have more than 200 square feet?	It's a two bedroom.	entailment
10016	Would you like to come for dinner	I am available anytime.	entailment
10017	Is the display very dim and barely visible?	Yes, it is difficult to see the display.	entailment
10018	Did you move from the East Coast?	I used to live on the East Coast	entailment
10019	When the power supply is connected to the laptop, does the power LED flicker?	I see some flickering of the power LED when the laptop power supply is plugged in. I am guessing there is some issue with the power supply.	entailment
10020	Have you had any interviews?	Nobody has called me back yet.	contradiction
10021	When you connect your hard drive to another laptop, does it work?	It is working perfectly now. Connecting it to a different laptop seems to have worked.	entailment
10022	Are you willing to read this book together?	I am open to that idea.	entailment
10023	Can you check if a fusible link has blown?	You are right, a fuse link has blown.	entailment
10024	Is New York an affordable place to buy in?	It's not the cheapest place to live.	contradiction
10025	Does the engine fire right up but stall as soon as you release the key back to the RUN position?	No, as soon as the key is released to the run position the engine doesn't stall	contradiction
10026	Did it take you long to get here?	My flight was delayed three times.	entailment
10027	Have you got an allergy to nuts?	I can eat nuts with no problems.	contradiction
10028	Do you like murder mystery novels?	I usually like something more literary.	contradiction
10029	Does the laptop boot after removing all external devices such as external keyboard, mouse and printer?	When all the external devices are removed, the laptop boots up normally.	entailment
10030	Do you need experience?	My experience is sufficient.	contradiction
10031	Want to go to an electronic show this weekend?	that sounds great	entailment
10032	Do you need a college degree for the job?	They trained me on the job.	contradiction
10033	Do you like truffle oil?	What is that?	contradiction
